id	label	sublabel	description	x	y	cluster	weight<total count>	score<average pub year>	weight<2010~2012 Peoples R China count>	weight<2010~2012 USA count>	weight<2017~2019 Peoples R China count>	weight<2017~2019 USA count>	score<USA ratio for 2010~2012>	score<USA ratio for 2017~2019>	weight<default>
2687	2687	refractory castable; mgo c refractory; castable; hydration; magnesium aluminate spinel	<table><tr><td>Micro-level field:</td><td>2687</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>ceramics international; refractories and industrial ceramics; journal of the european ceramic society; journal of the american ceramic society; advanced materials research</td></tr><tr><td>Terms:</td><td>refractory castable; mgo c refractory; castable; hydration; magnesium aluminate spinel</td></tr></table>	0.7029	-0.484	3	3592	2011.615	66	11	311	13	0.142857142857143	0.0401234567901235	10
2688	2688	moisture transfer; porous building material; thermal conductivity; hygrothermal performance; hemp concrete	<table><tr><td>Micro-level field:</td><td>2688</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>construction and building materials; building and environment; energy and buildings; energy procedia; aip conference proceedings</td></tr><tr><td>Terms:</td><td>moisture transfer; porous building material; thermal conductivity; hygrothermal performance; hemp concrete</td></tr></table>	0.6387	-0.209	3	3589	2013.6124	34	31	87	35	0.476923076923077	0.286885245901639	10
2689	2689	holographic superconductor; ads qcd; hyperscaling violation; light front holography; conductivity	<table><tr><td>Micro-level field:</td><td>2689</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>journal of high energy physics; physical review d; physics letters b; european physical journal c; physical review b</td></tr><tr><td>Terms:</td><td>holographic superconductor; ads qcd; hyperscaling violation; light front holography; conductivity</td></tr></table>	1.2566	-0.2634	3	3587	2013.6091	102	224	135	153	0.687116564417178	0.53125	10
2690	2690	acute intermittent porphyria; erythropoietic protoporphyria; porphyria cutanea tarda; alkaptonuria; tyrosinemia type	<table><tr><td>Micro-level field:</td><td>2690</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of inherited metabolic disease; journal of biological chemistry; molecular genetics and metabolism; british journal of dermatology; cellular and molecular biology</td></tr><tr><td>Terms:</td><td>acute intermittent porphyria; erythropoietic protoporphyria; porphyria cutanea tarda; alkaptonuria; tyrosinemia type</td></tr></table>	-0.5832	-0.34	2	3583	2009.7416	51	94	76	122	0.648275862068966	0.616161616161616	10
2691	2691	micro injection molding; warpage; plastic part; rsm; weld line	<table><tr><td>Micro-level field:</td><td>2691</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>polymer engineering and science; aip conference proceedings; international journal of advanced manufacturing technology; international polymer processing; advanced materials research</td></tr><tr><td>Terms:</td><td>micro injection molding; warpage; plastic part; rsm; weld line</td></tr></table>	0.6788	-0.3861	3	3579	2010.6938	105	49	119	20	0.318181818181818	0.143884892086331	10
2692	2692	pbwo4 crystal; pbwo4; lead tungstate crystal; photocatalyst application; cms electromagnetic calorimeter	<table><tr><td>Micro-level field:</td><td>2692</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>journal of materials science-materials in electronics; nuclear instruments & methods in physics research section a-accelerators spectrometers detectors and associated equipment; journal of alloys and compounds; physical review b; materials letters</td></tr><tr><td>Terms:</td><td>pbwo4 crystal; pbwo4; lead tungstate crystal; photocatalyst application; cms electromagnetic calorimeter</td></tr></table>	0.6845	-0.5778	3	3575	2011.5298	174	34	117	34	0.163461538461538	0.225165562913907	10
2693	2693	cell penetrating peptide; protein transduction domain; novel cell; transduction; rich peptide	<table><tr><td>Micro-level field:</td><td>2693</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>bioconjugate chemistry; journal of controlled release; biochimica et biophysica acta-biomembranes; journal of the american chemical society; biochemical and biophysical research communications</td></tr><tr><td>Terms:</td><td>cell penetrating peptide; protein transduction domain; novel cell; transduction; rich peptide</td></tr></table>	-0.5201	-0.3787	2	3574	2012.0635	59	148	149	132	0.714975845410628	0.469750889679715	10
2694	2694	radix; fft processor; fourier; fft; fft algorithm	<table><tr><td>Micro-level field:</td><td>2694</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>proceedings of spie; ieee transactions on signal processing; international conference on acoustics speech and signal processing icassp; ieee international symposium on circuits and systems; ieee transactions on circuits and systems ii-express briefs</td></tr><tr><td>Terms:</td><td>radix; fft processor; fourier; fft; fft algorithm</td></tr></table>	0.8202	0.47	5	3572	2009.5733	33	36	28	35	0.521739130434783	0.555555555555556	10
2695	2695	halyomorpha haly; phylinae; rhyparochromidae; lygaeoidea; aradidae	<table><tr><td>Micro-level field:</td><td>2695</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>zootaxa; journal of economic entomology; proceedings of the entomological society of washington; environmental entomology; annals of the entomological society of america</td></tr><tr><td>Terms:</td><td>halyomorpha haly; phylinae; rhyparochromidae; lygaeoidea; aradidae</td></tr></table>	-0.2709	-0.1912	4	3572	2012.2769	39	169	50	274	0.8125	0.845679012345679	10
2696	2696	boehmite; sodium aluminate solution; gamma; gibbsite; alpha	<table><tr><td>Micro-level field:</td><td>2696</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>ceramics international; light metals; journal of the american ceramic society; materials letters; journal of physical chemistry c</td></tr><tr><td>Terms:</td><td>boehmite; sodium aluminate solution; gamma; gibbsite; alpha</td></tr></table>	0.5805	-0.5546	3	3569	2010.6848	149	33	140	70	0.181318681318681	0.333333333333333	10
2697	2697	mode fiber; mode division; photonic lantern; mode coupling; mode division multiplexed transmission	<table><tr><td>Micro-level field:</td><td>2697</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>proceedings of spie; optics express; journal of lightwave technology; ieee photonics technology letters; asia communications and photonics conference and exhibition</td></tr><tr><td>Terms:</td><td>mode fiber; mode division; photonic lantern; mode coupling; mode division multiplexed transmission</td></tr></table>	0.9881	-0.332	3	3567	2014.8968	11	58	192	88	0.840579710144928	0.314285714285714	10
2698	2698	abdominal compartment syndrome; intra abdominal hypertension; open abdomen; damage control laparotomy; enterocutaneous fistula	<table><tr><td>Micro-level field:</td><td>2698</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>surgical endoscopy and other interventional techniques; journal of trauma-injury infection and critical care; american surgeon; world journal of surgery; journal of laparoendoscopic & advanced surgical techniques</td></tr><tr><td>Terms:</td><td>abdominal compartment syndrome; intra abdominal hypertension; open abdomen; damage control laparotomy; enterocutaneous fistula</td></tr></table>	-0.9887	-0.0053	2	3566	2010.5667	24	149	56	112	0.861271676300578	0.666666666666667	10
2699	2699	geminin; minichromosome maintenance protein; mcm2; replication origin; cdc6	<table><tr><td>Micro-level field:</td><td>2699</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of biological chemistry; nucleic acids research; cell cycle; molecular and cellular biology; proceedings of the national academy of sciences of the united states of america</td></tr><tr><td>Terms:</td><td>geminin; minichromosome maintenance protein; mcm2; replication origin; cdc6</td></tr></table>	-0.8107	-0.253	2	3565	2010.4376	30	240	136	202	0.888888888888889	0.597633136094675	10
2700	2700	cephalopoda; octopus vulgaris; octopodidae; cuttlefish; mollusca	<table><tr><td>Micro-level field:</td><td>2700</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>fisheries research; journal of the marine biological association of the united kingdom; marine biology; bulletin of marine science; journal of experimental biology</td></tr><tr><td>Terms:</td><td>cephalopoda; octopus vulgaris; octopodidae; cuttlefish; mollusca</td></tr></table>	-0.1905	-0.1415	4	3563	2011.055	24	131	87	147	0.845161290322581	0.628205128205128	10
2701	2701	gamma ray; property; effective atomic number; investigation; effect	<table><tr><td>Micro-level field:</td><td>2701</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>radiation physics and chemistry; applied radiation and isotopes; proceedings of spie; annals of nuclear energy; aip conference proceedings</td></tr><tr><td>Terms:</td><td>gamma ray; property; effective atomic number; investigation; effect</td></tr></table>	0.7059	-0.5051	3	3560	2012.9961	15	27	93	42	0.642857142857143	0.311111111111111	10
2702	2702	energy return; gulf; eroi; hubbert; lng	<table><tr><td>Micro-level field:</td><td>2702</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities; Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>energy policy; oil & gas journal; energy; energy economics; energy journal</td></tr><tr><td>Terms:</td><td>energy return; gulf; eroi; hubbert; lng</td></tr></table>	0.1966	0.4997	1	3559	2012.3706	36	236	148	192	0.867647058823529	0.564705882352941	10
2703	2703	food insecurity; social determinants; material hardship; food bank; social need	<table><tr><td>Micro-level field:</td><td>2703</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Social sciences and humanities</td></tr><tr><td>Sources:</td><td>public health nutrition; journal of nutrition; journal of nutrition education and behavior; pediatrics; american journal of public health</td></tr><tr><td>Terms:</td><td>food insecurity; social determinants; material hardship; food bank; social need</td></tr></table>	-0.5656	0.4757	2	3558	2014.9494	2	225	15	716	0.991189427312775	0.979480164158687	10
2704	2704	integral abutment bridge; stud shear connector; interlayer slip; composite dowel; partial interaction	<table><tr><td>Micro-level field:</td><td>2704</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>journal of constructional steel research; engineering structures; journal of bridge engineering; stahlbau; steel and composite structures</td></tr><tr><td>Terms:</td><td>integral abutment bridge; stud shear connector; interlayer slip; composite dowel; partial interaction</td></tr></table>	0.741	-0.1702	3	3548	2013.0812	80	110	236	123	0.578947368421053	0.342618384401114	10
2705	2705	rice husk; silicon carbide nanotube; wood; woodceramic; beta sic nanowire	<table><tr><td>Micro-level field:</td><td>2705</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>ceramics international; advanced materials research; materials letters; journal of materials science; physics of the solid state</td></tr><tr><td>Terms:</td><td>rice husk; silicon carbide nanotube; wood; woodceramic; beta sic nanowire</td></tr></table>	0.676	-0.5207	3	3541	2011.377	244	66	200	32	0.212903225806452	0.137931034482759	10
2706	2706	toni morrison; zora neale hurston; charles chesnutt; octavia butler; ralph ellison	<table><tr><td>Micro-level field:</td><td>2706</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>african american review; callaloo; melus; cla journal-college language association; american literature</td></tr><tr><td>Terms:</td><td>toni morrison; zora neale hurston; charles chesnutt; octavia butler; ralph ellison</td></tr></table>	-0.2205	0.8928	1	3539	2011.2509	3	494	11	704	0.993963782696177	0.984615384615385	10
2707	2707	nb si; mosi2; ultrahigh temperature alloy; silicide coating; nb silicide	<table><tr><td>Micro-level field:</td><td>2707</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>intermetallics; journal of alloys and compounds; rare metal materials and engineering; materials science and engineering a-structural materials properties microstructure and processing; international journal of refractory metals & hard materials</td></tr><tr><td>Terms:</td><td>nb si; mosi2; ultrahigh temperature alloy; silicide coating; nb silicide</td></tr></table>	0.7824	-0.4341	3	3539	2010.6649	179	48	323	41	0.211453744493392	0.112637362637363	10
